Index,Link,Img,Name,Type,Region,Country,Body,Tannic,Sweet,Acidic,Rating,Flavor,Comment
11,https://www.vivino.com/US-CA/en/screaming-eagle-cabernet-sauvignon/w/82025?year=2010&price_id=23465493,//images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x600.png,Cabernet Sauvignon 2010,Red,Oakville,US,5.0,4.2,2.0,3.0,4.8,"Oaky, Black Fruit, Earthy","굉장히 볼드하고 압도적으로 파워풀한 와인이다. 스모키한 초콜렛향으로 덮힌 체리와 블랙베리, 그리고 커런트의 향은 놀랍다. "
12,https://www.vivino.com/US-CA/en/harlan-estate-harlan-estate-red/w/1218210?year=2015&price_id=20208133,//images.vivino.com/thumbs/dk-tNdajRPqx2M7XtuE3dg_pb_x600.png,Harlan Estate Red 2015,Red,Napa Valley,US,4.5,3.8,2.0,4.0,4.8,"Oaky, Black Fruit, Earthy","볼드하지만 엘레강트하면서 실키하다. 검은 과일과 토바코 향, 오크와 산미가 놀라운 균형을 이루며 긴 마무리를 가져다 준다. "
13,https://www.vivino.com/US-CA/en/sine-qua-non-fitz-poker-face/w/1248773?year=2004&price_id=23465500,//images.vivino.com/thumbs/4syrZEDvSkqustUbaTZjow_pb_x600.png,Fitz Poker Face 2004,Red,Santa Barbara County,US,5.0,4.2,3.0,3.0,4.8,"Black Fruit, Oaky, Earthy","질감이 풍부하고 깊으며 후추, 스파이시, 구운 고기와 블랙베리, 흑연의 향에 크림같은 부드러움이 강력한 탄닌과도 균형을 이룬다. "
14,https://www.vivino.com/US-CA/en/sine-qua-non-gorgeous-victim-grenache/w/8075591?year=2017&price_id=24633509,//images.vivino.com/thumbs/KKN7QTyzROKQ1tOpYk0IcQ_pb_x600.png,Gorgeous Victim Grenache 2017,Red,California,US,5.0,5.0,2.0,4.2,4.8,"Oaky, Black Fruit, Red Fruit","헤비하지 않고 부드럽고 실키한 탄닌이 매력적인 와인이다. 디켄팅 없이도 베이컨, 광물, 검은 과일의 향이 입안에 가득하다. "
15,https://www.vivino.com/US-CA/en/ferreira-vintage-port/w/75996?year=2018&price_id=25625854,//images.vivino.com/thumbs/iffn_2b8Q1axnKwj4OtXuw_pb_x600.png,Vintage Port 2018,Red,Porto,Portugal,4.0,1.9,3.4,4.0,4.8,"Oaky, Black Fruit, Red Fruit",이 인상적인 구조의 와인은 강하고 매운 과일과 단단한 타닌의 완벽한 조화를 보여준다. 검은 과일 노트와 스모키한 풍미가 있어 와인은 마무리까지 완벽하다.
16,https://www.vivino.com/US-CA/en/pahlmeyer-proprietary-red/w/5072?year=2017&price_id=24290952,//images.vivino.com/thumbs/1OLeYE2nTzCqm-NCePd52g_pb_x600.png,Proprietary Red 2017,Red,Napa Valley,US,5.0,3.0,1.0,4.0,4.8,"Oaky, Black Fruit, Earthy","다크 초콜렛과 스모키한 가죽, 토양, 카시스, 후추와 약간의 소금기가 한데 어우러져 균형잡힌 마무리로 이어진다. "
17,https://www.vivino.com/US-CA/en/sine-qua-non-rattrapante-grenache/w/5089513?year=2012&price_id=27103490,//images.vivino.com/thumbs/DtBMhsMBTtiA4URvVaUBNA_pb_x600.png,Rattrapante Grenache 2012,Red,Sta. Rita Hills,US,4.0,2.8,3.0,4.0,4.8,"Oaky, Black Fruit, Earthy","과감하고 복합적인 와인으로 삼나무, 블랙 커런트, 자두 등 검은 과일과 블랙베리, 가죽, 담배등의 조화가 우아하고 훌륭하다. "
18,https://www.vivino.com/US-CA/en/immortal-estate-impassable-mountain-reserve/w/6811745?year=2014&price_id=25673789,//images.vivino.com/thumbs/rMwayBpvRECAA37yJnxDPA_pb_x600.png,Impassable Mountain Reserve 2014,Red,Sonoma County,US,4.6,4.2,1.9,3.0,4.8,"Oaky, Black Fruit, Earthy","검은 과일, 초콜릿, 가죽, 바닐라와 풍부한 자두와 훌륭한 마른 과일의 아로마. 탄닌과 산미의 균형도 놀랍고 굉장히 부드럽게 다가온다."
19,https://www.vivino.com/US-CA/en/sine-qua-non-a-shot-in-the-dark/w/1587814?year=2006&price_id=25880227,//images.vivino.com/thumbs/N9DO0gxSRJewcXhzwu0FEA_pb_x600.png,A Shot In The Dark 2006,Red,California,US,5.0,3.0,1.4,3.0,4.8,"Earthy, Black Fruit, Oaky",오렌지 껍질과 세이지의 풍미가 어우러진 와인. 이 복합적인 매력이 이 와인을 흥미롭게 만듭니다.
20,https://www.vivino.com/US-CA/en/domaine-de-la-romanee-conti-la-tache-grand-cru/w/83911?year=2017&price_id=22537110,//images.vivino.com/thumbs/rUPGZo11SwW6haQta4COqQ_pb_x600.png,La Tâche Grand Cru 2017,Red,La Tâche Grand Cru,France,3.3,3.0,2.0,5.0,4.8,"Earthy, Red Fruit, Black Fruit",잘 익은 체리 맛과 끝맛은 약간의 향신료의 맛이 난다.
21,https://www.vivino.com/US-CA/en/bryant-family-cabernet-sauvignon-proprietor-grown/w/1645873?year=1997&price_id=23465528,//images.vivino.com/thumbs/JL0BHEkRTxqJUuW9QfABtA_pb_x600.png,Cabernet Sauvignon Proprietor Grown 1997,Red,Napa Valley,US,5.0,3.0,2.0,3.8,4.8,"Oaky, Black Fruit, Earthy",이 와인은 부드러우면서 다크함이 있고 다양한 맛과 풍성한 향을 느낄 수 있는 와인이다.
22,https://www.vivino.com/US-CA/en/abreu-wines-madrona-ranch-cabernet-sauvignon/w/18199?year=2008&price_id=26961913,//images.vivino.com/thumbs/L27lLpSLSQmHB9x5xFBpmQ_pb_x600.png,Madrona Ranch Cabernet Sauvignon 2008,Red,Napa Valley,US,5.0,4.0,1.0,3.0,4.8,"Oaky, Black Fruit, Earthy",이 와인은 풍부한 블렌딩 와인으로 색이 아름답고 과일와 함께 향이 강력하다.
23,https://www.vivino.com/US-CA/en/sine-qua-non-testa-dei-cherubini-santa-rita-hills/w/6767257?year=2014&price_id=25879537,//images.vivino.com/thumbs/bdSuJgxARzm6HKfyqD046w_pb_x600.png,Testa dei Cherubini 2014,Red,Sta. Rita Hills,US,3.7,2.8,4.2,3.8,4.8,"Oaky, Spices, Dried Fruit",고추의 매운 맛과 블랙 라신과 같은 드라이한 열매의 향을 느끼고 싶으면 추천하는 와인이다. 
24,https://www.vivino.com/US-CA/en/sine-qua-non-the-17th-nail-in-my-cranium/w/1406266?year=2005&price_id=23465467,//images.vivino.com/thumbs/czzcC4ZaStGChaDkmFYmww_pb_x600.png,The 17th Nail in My Cranium 2005,Red,Sta. Rita Hills,US,5.0,4.0,1.2,3.0,4.8,"Earthy, Black Fruit, Dried Fruit",와인의 첫 맛은 평범하지만 갈 수록 달콤한 과일 향과 함께 부드러워지면서 오랫동안 향이 지속되는 와인이다.
25,https://www.vivino.com/US-CA/en/barnett-vineyards-rattlesnake-cabernet-sauvignon/w/1671142?year=2018&price_id=27273292,//images.vivino.com/thumbs/U0c6SVz0T_2FXBQ7CgytJA_pb_x600.png,Rattlesnake Cabernet Sauvignon 2018,Red,Spring Mountain District,US,5.0,3.0,1.0,3.7,4.8,"Black Fruit, Oaky, Earthy",높은 타닌과 여러가지의 향신료와 함께 과일의 향이 잘 어우러진 와인입니다.
26,https://www.vivino.com/US-CA/en/chateau-d-yquem-sauternes-sauternes-dessert-wine/w/1153863?year=2017&price_id=26029877,//images.vivino.com/thumbs/oGFWQMz2Rli_2EruVUu7Qg_pb_x600.png,Sauternes 2017,White,Sauternes,France,5.0,0.0,5.0,5.0,4.8,"Earthy, Tree Fruit, Oaky",밸런스가 좋고 과일의 단 맛과 향이 좋은 와인이다.
27,https://www.vivino.com/US-CA/en/trimbach-alsace-clos-sainte-hune-riesling-alsace/w/1182677?year=1990&price_id=23897653,//images.vivino.com/thumbs/ntGKOd3bS8yt42MkEHtvnA_pb_x600.png,Clos Sainte Hune Riesling Alsace 1990,White,Alsace,France,5.0,0.0,2.2,5.0,4.7,"Earthy, Tree Fruit, Citrus",오렌지 머멀레이드의 강한 당도와 높은 도수로 달콤한맛이 좋은 와인이다. 
28,https://www.vivino.com/US-CA/en/cartuxa-pera-manca-branco/w/1870315?year=2018&price_id=27153664,//images.vivino.com/thumbs/NMa7ylfpRD6rjKEFR6w_lw_pb_x600.png,Pêra-Manca Branco 2018,White,Evora,Portugal,2.8,0.0,1.2,1.9,4.7,"Oaky, Tree Fruit, Earthy","배, 사과향과 함께 은은한 꿀과 바닐라 향이 잘 어우러져 있는 향과 맛이 좋은 도수가 높은 와인이다. "
29,https://www.vivino.com/US-CA/en/marques-de-murrieta-castillo-ygay-gran-reserva-especial-blanco/w/5177761?year=1986&price_id=13800009,//images.vivino.com/thumbs/G3MU5UwBQ1eCX5A6CiPivg_pb_x600.png,Castillo Ygay Gran Reserva Especial Blanco 1986,White,Rioja,Spain,4.6,0.0,2.0,3.0,4.7,"Oaky, Earthy, Tree Fruit","오렌지, 바나나와 같은 단맛과 약간의 생강향으로 향을 잡은 도수가 높은 와인이다. "
30,https://www.vivino.com/US-CA/en/louis-latour-corton-charlemagne-grand-cru/w/7273?year=2018&price_id=26766558,//images.vivino.com/thumbs/8UJCVdBiRTKm9LMYcZHAsQ_pb_x600.png,Corton-Charlemagne Grand Cru 2018,White,Corton-Charlemagne Grand Cru,France,3.7,0.0,1.4,3.7,4.7,"Oaky, Earthy, Tree Fruit",화사한 노란색의 알록달록한 부케 레몬 커스터드 및 국화 꽃 기름진 광물로 부드럽고 풍성한 맛과 향의 와인
31,https://www.vivino.com/US-CA/en/joseph-drouhin-montrachet-grand-cru-marquis-de-laguiche/w/1274124?year=2004&price_id=26900097,//images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x600.png,Montrachet Grand Cru Marquis de Laguiche 2004,White,Montrachet Grand Cru,France,4.6,0.0,1.0,3.0,4.7,"Oaky, Earthy, Tree Fruit",첫 맛은 달달하고 마무리는 짭잘한 맛이 특징인 와인입니다.
32,https://www.vivino.com/US-CA/en/keller-abts-erde-riesling/w/1189885?year=2009&price_id=22271129,//images.vivino.com/thumbs/e-wQMtuaTqORgDsptlx5ng_pb_x600.png,Abts Erde Riesling 2009,White,Rheinhessen,Germany,3.0,0.0,1.4,5.0,4.7,"Earthy, Citrus, Tree Fruit",꽃 향과 감귤류의 단 맛이 어우러져있고 마무리 맛을 짭잘한 맛을 가진 와인입니다.
33,https://www.vivino.com/US-CA/en/aubert-wines-chardonnay-larry-hyde-sons/w/2430244?year=2017&price_id=25234833,//images.vivino.com/thumbs/IiahG9oiQ-K0DceRfPIoOA_pb_x600.png,Chardonnay Larry Hyde & Sons 2017,White,Los Carneros,US,5.0,0.0,2.0,3.0,4.7,"Oaky, Tree Fruit, Citrus",파인애플 바닐라 헤이즐넛에 설탕에 절인 레몬 감귤. 산성이 좋아 설탕에 절인 과일 시트러스 레몬 헤드 캔디는 길이와 복잡성이 좋습니다.
34,https://www.vivino.com/US-CA/en/trimbach-alsace-clos-sainte-hune-riesling-alsace/w/1182677?year=2016&price_id=26473459,//images.vivino.com/thumbs/ntGKOd3bS8yt42MkEHtvnA_pb_x600.png,Clos Sainte Hune Riesling Alsace 2016,White,Alsace,France,3.3,0.0,2.3,5.0,4.7,"Earthy, Tree Fruit, Citrus","옅은 레몬. 라임, 레몬, 인동, 등유의 중간+강도의 향입니다. 건조, 높은 산도, 중간 알코올, 중간 보디 그리고 긴 마무리. 균형이 잘 잡혀있고 품질이 뛰어납니다."
35,https://www.vivino.com/US-CA/en/joseph-drouhin-montrachet-grand-cru-marquis-de-laguiche/w/1274124?year=2013&price_id=17483178,//images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x600.png,Montrachet Grand Cru Marquis de Laguiche 2013,White,Montrachet Grand Cru,France,3.8,0.0,1.0,1.0,4.7,"Oaky, Earthy, Tree Fruit","꿀과 약간의 버터, 바닐라가 함께진 부드러운 와인"
36,https://www.vivino.com/US-CA/en/pierre-girardin-puligny-montrachet-les-folatieres/w/7599788?year=2017&price_id=25204549,//images.vivino.com/thumbs/XbMSx6dVRyS9yVB9Msh9UQ_pb_x600.png,Puligny-Montrachet 'Les Folatières' 2017,White,Les Folatières,France,4.0,0.0,1.0,4.2,4.7,"Tree Fruit, Earthy, Oaky","초록 파인애플, 키위, 초록 사과, 생포도, 멜론 다양한 과일향을 가진 와인"
37,https://www.vivino.com/US-CA/en/sine-qua-non-tarantella/w/82067?year=1999&price_id=23465459,//images.vivino.com/thumbs/fOPN0ZHPR7-HtswjxqLApA_pb_x600.png,Tarantella 1999,White,California,US,4.6,0.0,2.0,1.9,4.7,"Oaky, Floral, Earthy","꽃, 망고, 귤향이 강하고 유리잔에서 우러나오는 향기가 좋은 밸런스를 자랑한다."
38,https://www.vivino.com/US-CA/en/pierre-morey-meursault-perrieres/w/779224?year=2015&price_id=26608118,//images.vivino.com/thumbs/yPOrDCYGRnelzNQAgyl93Q_pb_x600.png,Meursault Perrieres 2015,White,Meursault Premier Cru,France,3.7,0.0,1.2,2.8,4.7,"Oaky, Citrus, Earthy",과일의 단 맛과 함께 달콤한 향과 마무리의 맛은 짭잘한 맛을 가지고 있다.
39,https://www.vivino.com/US-CA/en/aubert-wines-chardonnay-larry-hyde-sons/w/2430244?year=2019&price_id=25234834,//images.vivino.com/thumbs/IiahG9oiQ-K0DceRfPIoOA_pb_x600.png,Chardonnay Larry Hyde & Sons 2019,White,Los Carneros,US,5.0,0.0,2.0,3.0,4.7,"Oaky, Tree Fruit, Citrus","크림같이 음료감이이 있고, 오크향이 좋으며, 신선하고 산뜻한 도수를 가진 와인이다."
40,https://www.vivino.com/US-CA/en/gaja-gaia-rey-langhe/w/2410111?year=2017&price_id=22936057,//images.vivino.com/thumbs/5K9sXX9CQ8eonyEU71IlDA_pb_x600.png,Gaia & Rey Langhe 2017,White,Langhe,Italy,4.0,0.0,2.2,3.3,4.7,"Oaky, Earthy, Tree Fruit","바닐라와 시트러스의 향과 함께 배, 사과, 복숭아 맛을 보여주는 와인입니다. "
41,https://www.vivino.com/US-CA/en/aubert-wines-sonoma-coast-chardonnay/w/5343233?year=2019&price_id=25791142,//images.vivino.com/thumbs/wOPMYPKCQr-UI30Pvu2rMA_pb_x600.png,Sonoma Coast Chardonnay 2019,White,Sonoma Coast,US,5.0,0.0,2.0,2.8,4.6,"Oaky, Tree Fruit, Citrus",보리차의 고소함과 감귤의 산미가 아름답게 블렌딩된 와인입니다.
42,https://www.vivino.com/US-CA/en/domaine-coche-dury-meursault-blanc/w/85904?year=2018&price_id=25327243,//images.vivino.com/thumbs/-9_LCIO_TQy83QvBAtlHqg_pb_x600.png,Meursault Blanc 2018,White,Meursault,France,4.2,0.0,1.0,3.0,4.6,"Earthy, Citrus, Oaky",여러 과일의 좋은 산도가 훌륭한 마무리를 만드는 멋진 와인입니다.
43,https://www.vivino.com/US-CA/en/joseph-drouhin-montrachet-grand-cru-marquis-de-laguiche/w/1274124?year=2009&price_id=22241334,//images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x600.png,Montrachet Grand Cru Marquis de Laguiche 2009,White,Montrachet Grand Cru,France,4.0,0.0,2.0,3.3,4.6,"Oaky, Earthy, Tree Fruit",훌륭한 균형을 갖춘 와인이지만 다소 비싼 와인입니다.
44,https://www.vivino.com/US-CA/en/fr-domaine-des-comtes-lafon-meursault-gouttes-d-or-premier-cru/w/1700073?year=2011&price_id=26948653,//images.vivino.com/thumbs/xcnXGj2-Sa6kRZXlr2b0Ww_pb_x600.png,Meursault-Gouttes D'Or Premier Cru 2011,White,Meursault Premier Cru,France,4.2,0.0,2.3,3.0,4.6,"Oaky, Earthy, Citrus",고전적이면서 약간의 산도로 긴장감을 유지하고 있는 훌륭한 와인!
45,https://www.vivino.com/US-CA/en/egon-muller-scharzhof-scharzhofberger-riesling-spatlese/w/86686?year=2015&price_id=27222005,//images.vivino.com/thumbs/NwRt7c2oQF6-mdBgs9gSLQ_pb_x600.png,Scharzhofberger Riesling Spätlese 2015,White,Wiltingen,Germany,3.0,0.0,2.8,2.8,4.6,"Earth, Tree Fruit, Citrus",아로마향과 과일의 산도가 균형을 이루면서 깨끗하고 긴 맛을 선사한다.
46,https://www.vivino.com/US-CA/en/sine-qua-non-tectumque/w/7629976?year=2017&price_id=20135937,//images.vivino.com/thumbs/Yy0BHJE9R12s-goFMooRIg_pb_x600.png,Tectumque 2017,White,California,US,3.8,0.0,3.0,3.0,4.6,"Oaky, Citrus, Tree Fruit",과일의 신맛과 풍미가 입안을 가득 채웁니다.
47,https://www.vivino.com/US-CA/en/capensis-chardonnay/w/18903?year=2016&price_id=23212702,//images.vivino.com/thumbs/IK7BeJ7tROmfzNQR3w4VRg_pb_x600.png,Chardonnay 2016,White,Western Cape,SouthAfrica,3.8,0.0,2.4,4.2,4.6,"Oaky, Citrus, Tree Fruit",부드러운 오크의 산도와 크리미한 트로피칼 커스터드가 균형을 생동감 넘치는 균형을 이룹니다.
48,https://www.vivino.com/US-CA/en/kistler-durell-vineyard-chardonnay/w/9192?year=2018&price_id=23072201,//images.vivino.com/thumbs/LRP0S8JrRQijCjemChbtaA_pb_x600.png,Durell Vineyard Chardonnay 2018,White,Sonoma Coast,US,5.0,0.0,3.0,3.0,4.6,"Oaky, Tree Fruit, Citrus",유쾌하고 맛있는 과일의 산도와 부드러운 오크의 조화
49,https://www.vivino.com/US-CA/en/morlet-family-vineyards-chardonnay-ma-douce/w/94678?year=2016&price_id=20470557,//images.vivino.com/thumbs/BQX-66CKQmWn7g_GrirTyg_pb_x600.png,Chardonnay Ma Douce 2016,White,Sonoma Coast,US,5.0,0.0,3.0,3.3,4.6,"Oaky, Tree Fruit, Earthy",버터향이 나는 오크의 부드러움.
50,https://www.vivino.com/US-CA/en/fr-roland-lavantureux-vaudesir-chablis-grand-cru/w/1633082?year=2019&price_id=26346488,//images.vivino.com/thumbs/F5A_BWjoRfiPgoqQ3bKT6g_pb_x600.png,Vaudésir Chablis Grand Cru 2019,White,Chablis Grand Cru,France,3.0,0.0,1.4,3.8,4.6,"Earthy, Tree Fruit, Citrus","맑은 레몬, 입안의 퍼지는 아로마향과 약간의 버터의 풍미가 인상적입니다."
51,https://www.vivino.com/US-CA/en/chateau-d-esclans-garrus-rose/w/1647837?year=2019&price_id=25352280,//images.vivino.com/thumbs/1Y51IHj7STqf2CJv72yOzg_pb_x600.png,Garrus Rosé 2019,Rose,Côtes de Provence,France,3.0,0.0,1.3,3.8,4.6,"Oaky, Red Fruit, Earthy",과일꽃 향과 오크향의 완벽한 균형. 크리미한 풍미로 마무리 되는 가치있는 와인입니다.
52,https://www.vivino.com/US-CA/en/realm-cellars-la-fe-rose/w/9632716?year=2020&price_id=25860889,//images.vivino.com/thumbs/YEcvMA6IRb-cJY3Kce-2Gw_pb_x600.png,La Fe Rosé 2020,Rose,St. Helena,US,4.2,0.0,2.0,1.0,4.5,"Tree Fruit, Red Fruit, Earthy",뛰어난 로즈와인. 사랑스러운 연어색에서 나오는 드라이함과 가벼운 산도가 인상적.
53,https://www.vivino.com/US-CA/en/chateau-d-esclans-les-clans-rose/w/1370993?year=2019&price_id=26313469,//images.vivino.com/thumbs/Fk-70IC_QMOd6puTmPrmfA_pb_x600.png,Les Clans Rosé 2019,Rose,Côtes de Provence,France,2.8,0.0,1.3,4.0,4.4,"Oaky, Red Fruit, Tree Fruit",아름다운 연분홍색의 와인. 중간 정도의 대담함이 주는 약간은 끈적한 입가심용.
54,https://www.vivino.com/US-CA/en/gerard-bertrand-clos-du-temple/w/7325418?year=2018&price_id=26293282,//images.vivino.com/thumbs/c4N4e0mLTXqmCKJgZZDWcA_pb_x600.png,Clos du Temple 2018,Rose,Languedoc,France,3.0,0.0,1.0,3.8,4.4,"Tree Fruit, Oaky, Earthy","Languedoc 지방의 와인이 국제무대에서 두각을 나타내게 돕는, 9000병만 생산된 완벽한 로즈와인."
55,https://www.vivino.com/US-CA/en/ch-l-abbaye-clos-beylesse-cotes-de-provence-rose/w/1180278?year=2020&price_id=25363540,//images.vivino.com/thumbs/xZn0pd4XTRy8AMP8njODpQ_pb_x600.png,Clos Beylesse Côtes de Provence Rosé 2020,Rose,Côtes de Provence,France,3.0,0.0,1.3,3.8,4.4,"Red Fruit, Tree Fruit, Earthy",최고의 로즈와인. 이 로즈와인을 표현할 다른 단어가 없습니다.
56,https://www.vivino.com/US-CA/en/domaines-ott-chateau-de-selle-rose-coeur-de-grain/w/1216610?year=2020&price_id=26390974,//images.vivino.com/thumbs/8--05CU3Th2iOrbVLmyWDg_pb_x600.png,Château de Selle Rosé (Coeur de Grain) 2020,Rose,Côtes de Provence,France,2.0,0.0,1.0,4.0,4.4,"Tree Fruit, Red Fruit, Citrus",최고의 프로방스 지역의 로즈와인 중 하나입니다. 과일과 아로마향의 미묘한 조화가 인상적입니다.
57,https://www.vivino.com/US-CA/en/r-lopez-de-heredia-vina-tondonia-gran-reserva-rosado/w/9122?year=2009&price_id=22857197,//images.vivino.com/thumbs/2WhWo25KTeyKq3pKSACY8g_pb_x600.png,Gran Reserva Rosado 2009,Rose,Rioja Alta,Spain,3.0,0.0,4.2,3.8,4.4,"Red Fruit, Oaky, Citrus",신선한 산도와 풍부한 베리향이 만드는 고괴한 스타일의 로즈 와인입니다. 천천히 음미해보세요.
58,https://www.vivino.com/US-CA/en/domaine-tempier-bandol-rose/w/83195?year=2020&price_id=25204801,//images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x600.png,Bandol Rosé 2020,Rose,Bandol,France,3.0,0.0,1.4,4.0,4.4,"Red Fruit, Tree Fruit, Earthy","라벤더와 장미, 자몽과 레몬, 그리고 석류까지. 아름다운 복잡함을 보여주는 와인."
59,https://www.vivino.com/US-CA/en/domaines-ott-clos-mireille-rose-coeur-de-grain/w/1382222?year=2020&price_id=25363543,//images.vivino.com/thumbs/2J5LDR2GTQKcG98pAApYqA_pb_x600.png,Clos Mireille Rosé (Coeur de Grain) 2020,Rose,Côtes de Provence,France,2.4,1.9,1.0,4.2,4.3,"Citrus, Tree Fruit, Red Fruit",매우 완벽한 균형이 잡힌 로즈 와인. 붉은 과일과 꽃향이 코끝을 맴돕니다. 길고 신선한 피니시가 다음 한모금을 갈망하게 합니다.
